Method,Simulation,Epoch,N,Actions,LengthScale,OutputScale,Noise,obsBest,trueBest
Separate,15,7,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,8,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,9,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,10,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,11,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,12,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,13,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,14,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,15,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,16,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,17,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,18,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,19,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
Separate,15,20,100,10,1.0,1.0,0.10000000149011612,2.534118890762329,2.7399492263793945
